TopographyDrainage,RiverManagement,Deforestation,DamsQuality,Siltation,AgriculturalPractices,Encroachments,IneffectiveDisasterPreparedness,CoastalVulnerability,Landslides,Watersheds,DeterioratingInfrastructure,WetlandLoss,InadequatePlanning,PoliticalFactors,rainfall_today,rainfall_last_3_days,rainfall_last_7_days,flood_reports_24h,waste_reports_24h,population_density,elevation,river_distance,drainage_score,climate_stress_index,drainage_risk_index,development_pressure,ecological_pressure,preparedness_gap,infrastructure_decay,agriculture_pressure,coastal_exposure,target
10,2,2,7,8,2,5,5,9,3,2,6,3,3,4,4,6,10,4,9,3,10,2,4,8,23,27,10,8,18,7,9,46.5
4,5,5,8,7,1,5,9,3,7,6,5,1,3,5,2,8,10,2,3,3,4,5,8,12,25,9,19,12,17,6,3,48.0
4,2,4,8,4,2,1,5,8,7,5,7,7,2,6,6,10,16,6,5,4,4,2,1,24,15,20,23,7,17,3,8,46.0
3,5,3,3,7,8,7,4,8,6,2,5,2,5,2,4,8,12,4,2,8,3,5,4,16,15,16,13,9,14,15,8,46.0
5,5,4,7,4,4,11,4,11,11,4,2,10,3,4,5,12,17,5,7,6,5,5,7,35,24,42,29,7,10,15,11,60.5
3,2,10,4,5,6,6,9,3,4,4,7,3,7,8,6,10,16,6,4,4,3,2,5,24,14,16,21,16,20,12,3,52.0
1,5,7,5,7,6,5,7,8,3,4,3,4,4,6,7,15,22,7,5,3,1,5,4,56,15,15,18,11,16,11,8,51.0
6,3,6,5,6,5,4,3,6,4,2,2,4,8,6,6,9,15,6,6,2,6,3,4,18,18,12,16,11,14,9,6,45.5
5,5,4,7,4,4,3,5,6,7,3,1,7,5,2,7,11,18,7,4,6,5,5,1,28,18,24,21,10,7,7,6,45.0
3,9,5,4,4,2,2,1,4,5,4,6,2,9,5,5,5,10,5,6,4,3,9,4,0,20,24,16,10,15,4,4,42.0
5,8,8,4,4,4,5,4,6,4,3,4,4,6,4,6,10,16,6,2,2,5,8,4,24,21,4,19,10,12,9,6,45.5
3,6,5,8,2,5,5,5,2,3,5,5,3,6,7,5,8,13,5,5,6,3,6,6,15,23,30,16,11,14,10,2,47.5
3,2,7,5,9,3,7,6,3,5,5,5,4,10,7,3,7,10,3,5,4,3,2,1,12,11,20,21,16,21,10,3,49.0
6,0,8,3,4,7,5,2,1,4,8,2,4,6,8,4,12,16,4,5,6,6,0,6,32,15,30,24,8,14,12,1,48.5
7,3,5,4,6,3,7,6,5,9,5,4,6,7,4,6,13,19,6,8,4,7,3,11,42,25,32,25,13,14,10,5,58.5
3,9,2,4,4,6,7,7,4,2,1,6,5,4,4,10,19,29,10,4,6,3,9,3,90,19,24,10,11,14,13,4,50.0
6,3,6,5,5,7,2,3,9,6,4,3,8,6,3,5,7,12,5,4,1,6,3,6,10,20,4,24,9,11,9,9,47.0
5,5,4,5,7,5,5,9,2,6,5,3,5,6,3,3,5,8,3,1,4,5,5,5,6,20,4,20,15,13,10,2,45.0
5,7,4,7,4,6,6,8,3,9,5,7,5,6,2,9,14,23,9,3,3,5,7,3,45,22,9,23,14,13,12,3,53.5
3,3,5,6,3,2,6,6,7,5,4,7,7,1,6,5,9,14,5,6,2,3,3,6,20,18,12,21,7,16,8,7,47.0
4,5,9,3,2,4,5,4,2,4,4,3,8,7,5,8,12,20,8,5,6,4,5,1,32,13,30,25,11,10,9,2,46.5
9,5,7,8,9,5,3,7,3,8,5,9,1,1,4,4,8,12,4,5,5,9,5,1,16,23,25,21,8,22,8,3,51.5
5,6,4,4,1,5,4,9,10,7,6,7,6,5,6,5,9,14,5,9,10,5,6,7,20,22,90,23,14,14,9,10,60.0
9,8,4,5,7,8,7,6,6,1,4,3,5,2,5,6,12,18,6,3,3,9,8,6,36,28,9,14,8,15,15,6,52.0
3,4,6,4,3,9,6,5,4,6,6,7,6,5,5,3,9,12,3,6,2,3,4,4,18,15,12,24,10,15,15,4,50.0
6,3,4,4,8,6,11,8,5,2,5,8,5,8,7,5,11,16,5,8,3,6,3,7,30,20,24,16,16,23,17,5,59.5
8,9,6,5,5,5,7,12,7,6,3,5,9,8,7,3,7,10,3,13,9,8,9,6,12,28,117,24,20,17,12,7,68.5
5,8,4,5,7,5,6,4,3,4,9,10,6,8,6,3,9,12,3,8,3,5,8,3,18,21,24,23,12,23,11,3,56.49999999999999
2,2,5,4,6,5,6,6,3,5,5,3,3,2,4,8,12,20,8,4,3,2,2,3,32,11,12,18,8,13,11,3,41.5
5,4,1,5,7,7,7,7,7,2,3,7,6,4,5,2,6,8,2,5,7,5,4,3,8,17,35,12,11,19,14,7,49.0
6,6,9,5,5,8,10,7,8,0,3,4,5,6,1,5,9,14,5,3,5,6,6,7,20,24,15,17,13,10,18,8,53.5
5,3,1,5,7,5,8,4,0,1,2,2,8,6,6,5,11,16,5,5,4,5,3,6,30,19,20,12,10,15,13,0,44.5
7,8,3,10,5,4,6,6,10,7,5,5,5,2,4,6,14,20,6,5,4,7,8,4,48,29,20,20,8,14,10,10,56.99999999999999
6,6,4,7,6,4,1,5,11,8,5,6,4,5,8,7,11,18,7,4,4,6,6,7,28,26,16,21,10,20,5,11,56.00000000000001
1,4,4,7,3,3,6,3,6,2,5,5,5,9,6,5,8,13,5,5,4,1,4,8,15,20,20,16,12,14,9,6,47.0
3,3,3,2,4,5,4,5,2,5,3,5,10,4,6,4,16,20,4,7,5,3,3,7,48,15,35,21,9,15,9,2,49.5
4,3,8,5,7,6,2,5,4,6,5,8,9,3,4,5,8,13,5,4,3,4,3,6,15,18,12,28,8,19,8,4,50.0
6,6,3,8,3,4,6,6,3,2,8,6,4,4,5,8,10,18,8,3,7,6,6,9,16,29,21,17,10,14,10,3,51.5
3,6,6,6,9,6,9,1,4,0,4,4,4,2,8,7,11,18,7,3,5,3,6,9,28,24,15,14,3,21,15,4,50.0
2,2,5,4,9,2,4,4,6,6,8,5,9,6,1,4,11,15,4,6,2,2,2,3,28,11,12,28,10,15,6,6,47.5
4,5,5,4,4,7,9,8,5,8,4,4,3,5,4,4,12,16,4,6,4,4,5,5,32,18,24,20,13,12,16,5,53.0
2,7,5,3,2,6,2,4,7,2,2,4,6,11,8,10,14,24,10,5,2,2,7,5,40,17,10,15,15,14,8,7,48.5
8,5,5,4,6,6,8,4,6,3,5,6,3,7,6,6,9,15,6,4,5,8,5,5,18,22,20,16,11,18,14,6,52.5
7,4,5,5,2,5,6,6,7,3,3,6,6,4,7,3,7,10,3,7,4,7,4,3,12,19,28,17,10,15,11,7,48.5
9,8,10,2,6,4,7,4,13,5,9,3,8,4,7,4,10,14,4,5,6,9,8,4,24,23,30,32,8,16,11,13,62.0
4,1,8,5,5,5,4,8,4,4,2,3,3,0,3,10,14,24,10,1,9,4,1,4,40,14,9,17,8,11,9,4,43.5
7,1,11,1,6,3,5,3,4,2,4,3,6,4,4,6,15,21,6,8,5,7,1,5,54,14,40,23,7,13,8,4,48.5
4,4,5,5,3,3,3,5,4,5,2,6,1,9,6,6,12,18,6,5,6,4,4,5,36,18,30,13,14,15,6,4,46.5
3,9,7,10,7,4,5,7,7,6,7,5,5,1,5,5,10,15,5,7,3,3,9,7,25,29,21,25,8,17,9,7,57.49999999999999
5,4,2,4,6,6,3,4,7,3,3,6,2,3,2,5,11,16,5,6,7,5,4,7,30,20,42,10,7,14,9,7,45.5
5,4,7,7,2,6,8,4,5,4,8,7,7,4,5,6,10,16,6,5,6,5,4,9,24,25,30,26,8,14,14,5,56.49999999999999
6,3,5,2,2,7,11,4,10,2,5,6,3,3,4,7,11,18,7,8,3,6,3,3,28,14,24,15,7,12,18,10,49.0
5,4,3,9,3,6,5,3,1,7,4,6,10,8,7,8,13,21,8,3,4,5,4,5,40,23,12,24,11,16,11,1,53.0
4,6,3,6,11,9,6,6,3,4,7,5,6,5,7,4,10,14,4,6,5,4,6,10,24,26,30,20,11,23,15,3,59.5
5,6,4,6,3,4,2,6,7,7,3,3,6,11,8,4,10,14,4,5,5,5,6,6,24,23,25,20,17,14,6,7,53.5
4,5,4,4,7,3,4,7,5,3,1,6,6,5,8,5,9,14,5,3,6,4,5,6,20,19,18,14,12,21,7,5,48.0
8,3,2,3,3,1,6,3,5,7,2,6,4,4,7,5,9,14,5,2,5,8,3,7,20,21,10,15,7,16,7,5,43.5
5,4,2,4,2,6,3,5,4,3,5,5,4,4,5,5,9,14,5,5,3,5,4,6,20,19,15,14,9,12,9,4,42.0
4,5,5,5,1,7,4,9,2,6,5,6,6,8,5,4,10,14,4,6,6,4,5,6,24,20,36,22,17,12,11,2,53.0
4,3,5,6,6,5,4,7,6,4,7,5,5,6,4,5,13,18,5,6,6,4,3,6,40,19,36,21,13,15,9,6,54.0
8,6,4,4,6,2,4,1,4,2,7,8,4,3,2,8,11,19,8,7,2,8,6,5,24,23,14,17,4,16,6,4,45.0
4,6,7,6,4,7,2,5,5,4,8,6,6,4,8,5,10,15,5,5,4,4,6,6,25,22,20,25,9,18,9,5,53.5
4,5,2,6,10,4,3,7,5,7,4,8,7,6,5,2,5,7,2,7,8,4,5,4,6,19,56,20,13,23,7,5,53.5
3,3,9,3,3,4,4,1,4,3,5,5,5,8,2,5,10,15,5,3,9,3,3,5,25,14,27,22,9,10,8,4,44.5
6,8,7,3,5,3,6,9,6,5,9,5,7,2,6,8,16,24,8,2,9,6,8,5,64,22,18,28,11,16,9,6,59.5
11,4,4,3,5,7,10,8,3,6,7,0,3,4,4,5,8,13,5,3,11,11,4,6,15,24,33,20,12,9,17,3,53.5
8,6,2,3,2,8,8,5,7,6,3,4,9,7,7,10,14,24,10,3,8,8,6,4,40,21,24,20,12,13,16,7,56.99999999999999
5,1,3,7,5,2,9,2,4,7,6,5,1,2,11,6,9,15,6,7,1,5,1,10,18,23,7,17,4,21,11,4,48.5
4,1,4,5,7,6,2,3,7,9,6,3,7,4,6,7,15,22,7,3,5,4,1,5,56,15,15,26,7,16,8,7,51.0
7,5,3,3,6,7,5,7,5,6,4,2,6,8,4,6,9,15,6,4,5,7,5,9,18,24,20,19,15,12,12,5,52.5
6,4,6,4,6,9,3,6,4,5,5,1,5,3,3,3,7,10,3,3,4,6,4,7,12,21,12,21,9,10,12,4,45.5
4,6,1,7,4,4,3,12,5,1,3,6,6,2,5,10,17,27,10,5,5,4,6,10,70,27,25,11,14,15,7,5,53.0
3,6,4,7,7,7,1,6,5,4,3,1,5,4,5,5,9,14,5,10,4,3,6,6,20,22,40,16,10,13,8,5,48.5
4,7,5,9,7,6,3,3,6,9,7,4,5,6,6,4,8,12,4,5,4,4,7,8,16,28,20,26,9,17,9,6,56.00000000000001
5,3,0,3,4,4,4,2,10,9,8,6,2,7,6,5,8,13,5,5,4,5,3,4,15,15,20,19,9,16,8,10,47.0
2,6,7,5,8,5,1,7,6,6,3,5,6,6,3,3,9,12,3,4,6,2,6,9,18,22,24,22,13,16,6,6,52.0
5,6,5,8,4,2,7,5,4,3,7,3,7,7,5,3,10,13,3,8,4,5,6,3,21,22,32,22,12,12,9,4,51.5
13,8,3,6,5,8,5,4,4,9,6,6,14,6,5,6,7,13,6,5,7,13,8,6,6,33,35,32,10,16,13,4,63.5
6,2,2,9,5,3,4,7,5,10,2,10,5,4,5,4,11,15,4,8,4,6,2,1,28,18,32,19,11,20,7,5,51.5
4,8,2,6,1,5,4,9,5,5,10,3,7,5,6,6,12,18,6,3,4,4,8,5,36,23,12,24,14,10,9,5,52.0
8,9,3,5,4,4,2,8,8,4,5,7,5,5,4,10,20,30,10,2,4,8,9,4,100,26,8,17,13,15,6,8,55.50000000000001
7,4,4,3,6,1,5,5,2,6,5,3,4,8,12,3,3,6,3,6,8,7,4,7,0,21,48,19,13,21,6,2,49.5
5,8,5,4,6,1,8,5,6,4,8,3,4,4,5,6,8,14,6,4,7,5,8,5,12,22,28,21,9,14,9,6,50.0
7,6,8,2,6,6,7,3,6,7,2,1,4,6,3,3,5,8,3,3,5,7,6,5,6,20,15,21,9,10,13,6,46.0
6,3,3,7,4,2,3,5,5,3,6,5,3,11,3,2,6,8,2,1,2,6,3,3,8,19,2,15,16,12,5,5,40.5
8,12,1,6,5,1,5,2,8,8,7,3,7,7,5,5,9,14,5,5,4,8,12,10,20,36,20,23,9,13,6,8,56.49999999999999
10,3,5,3,4,7,5,4,8,4,6,12,5,1,6,2,7,9,2,8,3,10,3,4,10,20,24,20,5,22,12,8,52.5
8,2,11,5,4,4,6,3,2,3,3,4,8,2,5,3,12,15,3,5,4,8,2,6,27,21,20,25,5,13,10,2,48.5
7,6,3,3,5,7,5,5,3,7,1,7,3,7,4,6,8,14,6,5,7,7,6,6,12,22,35,14,12,16,12,3,49.5
1,4,4,7,8,8,5,6,2,7,7,2,5,7,9,5,13,18,5,2,7,1,4,4,40,16,14,23,13,19,13,2,54.0
9,2,7,6,6,7,5,5,7,4,6,6,10,4,2,6,12,18,6,1,8,9,2,3,36,20,8,27,9,14,12,7,55.00000000000001
5,5,1,5,8,7,6,5,4,9,0,3,9,3,3,5,8,13,5,1,9,5,5,5,15,20,9,19,8,14,13,4,48.0
4,5,6,4,6,4,12,4,6,6,4,4,5,4,8,5,12,17,5,7,5,4,5,2,35,15,35,21,8,18,16,6,54.0
6,9,4,5,3,5,6,5,6,5,1,1,3,7,5,7,12,19,7,7,8,6,9,1,35,21,56,13,12,9,11,6,49.5
4,6,3,5,4,4,4,3,11,7,6,4,7,2,3,5,14,19,5,7,2,4,6,3,45,18,14,23,5,11,8,11,49.5
5,6,6,3,6,2,7,3,5,2,10,4,5,8,4,5,10,15,5,3,3,5,6,7,25,21,9,23,11,14,9,5,49.5
3,8,3,5,5,7,3,3,4,5,3,1,5,6,5,8,13,21,8,5,8,3,8,7,40,23,40,16,9,11,10,4,49.5
6,3,2,6,8,4,7,5,3,4,3,5,5,2,7,2,8,10,2,4,6,6,3,5,12,20,24,14,7,20,11,3,46.5
3,5,3,5,5,2,6,3,5,4,7,3,8,5,4,10,13,23,10,6,6,3,5,6,30,19,36,22,8,12,8,5,49.5
5,1,6,8,7,3,2,7,6,5,7,7,4,6,10,4,9,13,4,4,7,5,1,7,20,21,28,22,13,24,5,6,55.50000000000001
4,4,6,6,4,7,7,6,7,5,5,5,4,5,3,2,6,8,2,4,6,4,4,5,8,19,24,20,11,12,14,7,49.5
3,7,5,2,4,4,5,1,7,3,5,2,5,2,2,4,8,12,4,7,5,3,7,6,16,18,35,18,3,8,9,7,41.5
4,8,4,5,6,4,5,3,6,6,6,1,5,3,11,3,6,9,3,4,7,4,8,6,9,23,28,21,6,18,9,6,50.0
3,5,4,5,2,5,5,6,7,6,7,5,5,5,8,5,12,17,5,9,5,3,5,6,35,19,45,22,11,15,10,7,55.00000000000001
3,8,6,6,7,3,4,3,7,8,3,8,3,4,9,5,11,16,5,6,6,3,8,7,30,24,36,20,7,24,7,7,56.00000000000001
8,3,11,6,6,8,7,6,2,5,4,4,3,7,5,3,7,10,3,1,9,8,3,3,12,20,9,23,13,15,15,2,52.5
5,3,6,5,0,3,5,8,8,4,8,6,3,4,6,7,13,20,7,7,3,5,3,8,42,21,21,21,12,12,8,8,52.5
9,5,6,7,4,5,4,3,6,7,3,6,6,7,3,11,18,29,11,3,3,9,5,6,77,27,9,22,10,13,9,6,55.50000000000001
2,6,7,2,4,5,3,3,1,8,8,4,2,5,4,12,16,28,12,7,11,2,6,4,48,14,77,25,8,12,8,1,51.0
2,4,5,13,4,3,5,3,8,3,6,5,6,4,7,7,15,22,7,9,6,2,4,8,56,27,54,20,7,16,8,8,57.99999999999999
4,6,7,8,2,6,8,8,3,4,8,2,6,4,2,6,10,16,6,3,5,4,6,6,24,24,15,25,12,6,14,3,51.0
5,3,6,2,2,6,4,5,6,4,1,5,4,7,5,8,13,21,8,7,7,5,3,4,40,14,49,15,12,12,10,6,48.0
4,4,1,5,1,12,8,6,8,5,5,2,8,1,3,3,6,9,3,3,5,4,4,6,9,19,15,19,7,6,20,8,46.5
3,4,5,5,8,5,7,8,3,7,4,3,4,2,0,5,7,12,5,6,10,3,4,5,10,17,60,20,10,11,12,3,48.0
3,5,2,3,8,8,4,6,3,0,6,5,3,6,12,4,8,12,4,7,8,3,5,6,16,17,56,11,12,25,12,3,51.5
6,8,7,4,4,6,4,5,4,7,6,2,5,7,6,4,8,12,4,5,4,6,8,3,16,21,20,25,12,12,10,4,50.5
6,7,9,5,4,7,6,6,6,5,8,6,5,8,5,4,11,15,4,2,8,6,7,5,28,23,16,27,14,15,13,6,59.5
5,10,6,4,3,3,2,3,4,5,0,4,6,6,10,8,13,21,8,5,6,5,10,2,40,21,30,17,9,17,5,4,48.5
6,5,11,8,6,5,5,5,5,5,5,5,3,5,3,7,12,19,7,6,9,6,5,5,35,24,54,24,10,14,10,5,56.99999999999999
6,7,5,2,4,4,3,4,6,5,4,8,4,6,7,4,6,10,4,5,7,6,7,5,8,20,35,18,10,19,7,6,49.0
6,8,6,7,4,5,9,6,7,10,2,4,2,5,8,5,10,15,5,5,2,6,8,6,25,27,10,20,11,16,14,7,56.00000000000001
5,5,1,4,1,1,2,4,6,6,1,9,7,7,7,7,10,17,7,4,2,5,5,2,21,16,8,15,11,17,3,6,42.0
5,9,10,6,1,7,4,1,7,8,6,4,3,4,1,1,3,4,1,7,2,5,9,9,2,29,14,27,5,6,11,7,48.5
5,4,1,7,4,6,4,4,3,3,11,9,6,7,4,3,7,10,3,2,6,5,4,7,12,23,12,21,11,17,10,3,50.0
5,4,8,4,5,5,5,5,3,6,4,9,4,8,3,7,12,19,7,1,5,5,4,8,35,21,5,22,13,17,10,3,52.0
4,6,8,9,7,3,5,2,4,7,1,7,4,5,5,1,5,6,1,3,2,4,6,5,4,24,6,20,7,19,8,4,46.0
0,6,8,5,7,4,4,5,1,5,7,4,5,8,5,6,11,17,6,7,5,0,6,4,30,15,35,25,13,16,8,1,50.5
10,4,1,3,1,3,1,5,5,2,8,9,4,4,9,2,4,6,2,5,8,10,4,3,4,20,40,15,9,19,4,5,44.5
10,10,4,6,6,4,6,6,5,5,5,6,5,0,3,5,9,14,5,4,1,10,10,12,20,38,4,19,6,15,10,5,53.5
4,2,6,5,8,4,3,9,1,5,5,4,6,4,4,3,9,12,3,2,9,4,2,3,18,14,18,22,13,16,7,1,46.5
6,9,3,4,8,5,5,5,7,5,2,1,7,5,5,5,12,17,5,3,4,6,9,1,35,20,12,17,10,14,10,7,48.5
6,6,3,6,5,6,7,5,6,7,3,10,7,6,2,3,9,12,3,8,5,6,6,7,18,25,40,20,11,17,13,6,56.99999999999999
6,6,7,7,3,6,5,3,6,2,3,6,2,5,5,6,12,18,6,3,4,6,6,12,36,31,12,14,8,14,11,6,51.5
8,4,1,5,2,6,3,7,4,2,8,5,9,3,2,8,13,21,8,2,5,8,4,8,40,25,10,20,10,9,9,4,48.5
5,6,1,4,8,10,9,3,4,2,4,3,5,6,4,8,12,20,8,4,2,5,6,7,32,22,8,12,9,15,19,4,49.5
4,4,5,6,4,6,6,7,3,1,7,3,6,6,6,4,13,17,4,5,2,4,4,1,36,15,10,19,13,13,12,3,47.5
2,2,2,3,7,2,6,5,3,4,3,4,5,1,8,8,11,19,8,4,6,2,2,8,24,15,24,14,6,19,8,3,43.0
6,6,4,5,6,3,9,5,4,7,4,6,5,2,4,4,8,12,4,4,4,6,6,8,16,25,16,20,7,16,12,4,50.0
6,5,6,6,7,4,6,5,5,4,5,3,7,2,2,3,6,9,3,7,3,6,5,7,9,24,21,22,7,12,10,5,48.0
1,6,4,2,8,3,8,4,8,6,3,9,10,6,4,7,12,19,7,3,8,1,6,7,35,16,24,23,10,21,11,8,56.00000000000001
5,6,3,3,2,6,3,4,5,7,7,7,5,5,10,7,17,24,7,6,3,5,6,6,70,20,18,22,9,19,9,5,55.00000000000001
5,3,5,7,2,6,1,2,6,3,9,6,5,4,2,2,3,5,2,6,5,5,3,6,2,21,30,22,6,10,7,6,43.0
6,8,6,4,1,2,4,5,7,9,4,3,5,6,3,5,15,20,5,6,9,6,8,4,50,22,54,24,11,7,6,7,53.5
7,5,4,0,3,3,6,10,5,7,8,1,4,7,5,6,11,17,6,8,6,7,5,7,30,19,48,23,17,9,9,5,53.5
5,6,5,3,6,4,4,5,4,4,9,2,1,4,4,6,12,18,6,1,4,5,6,7,36,21,4,19,9,12,8,4,45.0
8,7,6,4,6,6,5,3,8,5,7,6,6,5,5,5,12,17,5,5,2,8,7,5,35,24,10,24,8,17,11,8,55.50000000000001
3,8,2,4,8,2,3,5,6,4,3,1,6,4,1,6,21,27,6,6,0,3,8,3,90,18,0,15,9,10,5,6,45.0
6,6,6,10,4,2,6,5,6,3,2,8,8,9,3,4,11,15,4,4,3,6,6,5,28,27,12,19,14,15,8,6,53.5
9,2,3,5,3,5,7,6,4,6,4,7,7,4,2,4,8,12,4,11,3,9,2,7,16,23,33,20,10,12,12,4,51.5
6,7,4,7,2,2,0,5,5,3,5,5,2,3,7,4,8,12,4,5,6,6,7,8,16,28,30,14,8,14,2,5,45.0
8,3,3,4,1,2,3,8,10,6,2,8,6,1,3,6,13,19,6,4,5,8,3,3,42,18,20,17,9,12,5,10,46.5
11,10,1,2,1,7,5,5,5,5,6,2,1,3,2,4,10,14,4,8,3,11,10,6,24,29,24,13,8,5,12,5,46.5
4,3,9,4,8,5,12,4,4,3,8,4,13,4,3,4,7,11,4,2,0,4,3,4,12,15,0,33,8,15,17,4,50.5
2,8,2,5,5,5,3,4,4,0,3,5,0,4,2,4,12,16,4,6,10,2,8,3,32,18,60,5,8,12,8,4,41.5
3,7,5,6,3,5,6,6,6,1,3,2,6,3,6,6,9,15,6,3,3,3,7,4,18,20,9,15,9,11,11,6,43.5
4,5,4,9,4,8,8,1,5,4,5,6,4,6,7,3,11,14,3,3,1,4,5,2,24,20,3,17,7,17,16,5,48.5
9,8,5,5,5,1,4,7,9,4,5,4,0,5,4,2,10,12,2,6,2,9,8,3,16,25,12,14,12,13,5,9,48.0
4,6,1,2,7,0,7,7,5,1,4,11,9,1,1,6,12,18,6,9,3,4,6,8,36,20,27,15,8,19,7,5,49.0
4,4,7,5,3,5,4,0,7,4,7,4,2,4,4,6,9,15,6,2,7,4,4,2,18,15,14,20,4,11,9,7,42.0
3,5,5,7,4,7,5,7,5,7,7,8,4,6,7,6,14,20,6,4,8,3,5,4,48,19,32,23,13,19,12,5,58.5
3,9,1,7,5,6,1,6,2,2,3,7,3,6,8,3,6,9,3,9,3,3,9,9,9,28,27,9,12,20,7,2,48.0
2,6,3,4,5,7,7,3,5,6,4,6,4,5,3,3,6,9,3,1,2,2,6,6,9,18,2,17,8,14,14,5,42.5
2,5,7,6,6,3,5,7,4,3,6,5,3,10,2,8,11,19,8,3,7,2,5,1,24,14,21,19,17,13,8,4,48.0
3,6,4,4,3,9,5,5,4,6,5,3,6,7,7,6,12,18,6,10,3,3,6,8,36,21,30,21,12,13,14,4,55.00000000000001
5,6,5,6,3,7,5,6,4,8,8,6,4,4,2,9,16,25,9,7,7,5,6,8,63,25,49,25,10,11,12,4,58.5
3,6,3,6,5,4,3,4,6,4,5,7,6,7,1,2,7,9,2,8,4,3,6,4,10,19,32,18,11,13,7,6,46.5
10,3,2,4,5,1,4,1,1,4,3,6,2,6,7,6,13,19,6,4,6,10,3,7,42,24,24,11,7,18,5,1,44.5
8,10,9,5,4,8,6,4,6,5,6,4,4,2,5,7,11,18,7,6,4,8,10,8,28,31,24,24,6,13,14,6,57.49999999999999
4,4,11,10,4,2,1,7,10,4,1,7,4,4,5,2,6,8,2,5,6,4,4,5,8,23,30,20,11,16,3,10,50.0
6,7,13,3,3,6,5,3,3,1,7,8,4,8,6,6,8,14,6,3,5,6,7,8,12,24,15,25,11,17,11,3,53.5
3,3,5,9,4,3,7,8,4,5,7,3,7,4,10,9,17,26,9,6,3,3,3,3,72,18,18,24,12,17,10,4,55.50000000000001
8,5,3,5,7,6,3,5,5,7,2,7,7,7,7,5,9,14,5,6,4,8,5,5,20,23,24,19,12,21,9,5,54.0
9,7,7,4,5,5,7,2,6,5,1,1,5,5,4,8,15,23,8,11,2,9,7,1,56,21,22,18,7,10,12,6,51.0
6,5,6,8,5,2,2,3,7,6,8,3,6,3,2,5,8,13,5,5,1,6,5,6,15,25,5,26,6,10,4,7,46.0
5,4,6,5,5,5,3,6,8,5,11,5,5,6,0,6,12,18,6,8,2,5,4,7,36,21,16,27,12,10,8,8,54.0
8,5,3,6,4,5,6,2,6,4,6,4,4,3,7,7,11,18,7,3,6,8,5,3,28,22,18,17,5,15,11,6,48.0
3,4,8,5,1,1,1,7,8,5,4,10,3,4,6,3,7,10,3,2,5,3,4,6,12,18,10,20,11,17,2,8,45.0
4,9,5,6,5,9,2,4,7,4,0,3,6,2,5,2,5,7,2,4,7,4,9,6,6,25,28,15,6,13,11,7,46.5
10,1,3,7,3,6,8,6,7,6,4,3,4,7,3,2,4,6,2,7,2,10,1,5,4,23,14,17,13,9,14,7,48.0
7,3,8,8,8,7,3,7,4,3,1,2,2,4,1,5,11,16,5,3,6,7,3,5,30,23,18,14,11,11,10,4,46.5
2,7,9,3,0,3,7,4,7,3,2,4,5,2,9,7,10,17,7,1,5,2,7,3,21,15,5,19,6,13,10,7,43.0
5,4,6,4,4,4,4,2,5,4,5,7,8,6,3,7,12,19,7,2,5,5,4,7,35,20,10,23,8,14,8,5,48.5
5,5,5,1,4,2,5,7,7,3,3,6,5,6,7,2,9,11,2,5,4,5,5,5,14,16,20,16,13,17,7,7,47.0
7,2,3,5,6,6,8,2,6,3,7,2,3,2,5,4,13,17,4,8,6,7,2,5,36,19,48,16,4,13,14,6,49.5
6,7,1,1,8,6,2,1,8,5,3,7,8,4,8,7,15,22,7,3,2,6,7,5,56,19,6,17,5,23,8,8,50.0
7,6,6,9,4,5,5,3,8,9,5,1,3,7,3,5,10,15,5,5,2,7,6,7,25,29,10,23,10,8,10,8,52.5
9,8,3,4,4,3,5,5,6,5,6,5,6,5,6,1,8,9,1,8,1,9,8,5,7,26,8,20,10,15,8,6,51.0
3,8,4,5,2,5,0,8,5,9,4,8,8,7,6,6,14,20,6,3,6,3,8,4,48,20,18,25,15,16,5,5,54.50000000000001
4,5,2,6,4,11,4,6,5,9,4,5,9,1,4,8,14,22,8,7,8,4,5,5,48,20,56,24,7,13,15,5,56.49999999999999
7,4,4,9,8,6,6,7,7,4,5,5,6,6,4,7,12,19,7,1,4,7,4,2,35,22,4,19,13,17,12,7,53.5
3,9,8,7,5,3,1,4,5,9,2,9,5,8,8,6,11,17,6,4,6,3,9,1,30,20,24,24,12,22,4,5,54.0
5,13,9,8,6,4,4,9,8,3,3,5,6,4,2,5,10,15,5,5,6,5,13,4,25,30,30,21,13,13,8,8,56.99999999999999
6,3,6,2,6,4,4,6,6,2,3,6,4,6,2,3,8,11,3,7,4,6,3,3,15,14,28,15,12,14,8,6,44.0
9,13,6,8,4,2,2,4,3,4,7,10,7,4,1,4,7,11,4,8,9,9,13,2,12,32,72,24,8,15,4,3,55.00000000000001
4,6,5,5,5,7,2,7,9,3,4,4,7,8,3,11,19,30,11,7,7,4,6,7,88,22,49,19,15,12,9,9,59.5
1,4,2,5,5,8,6,2,4,6,4,5,6,3,3,4,9,13,4,0,6,1,4,6,20,16,0,18,5,13,14,4,42.5
4,2,3,5,7,7,5,2,8,7,2,5,5,6,7,6,7,13,6,5,6,4,2,7,6,18,30,17,8,19,12,8,50.0
6,4,7,6,9,3,8,4,6,3,4,4,6,4,2,3,13,16,3,5,4,6,4,6,30,22,20,20,8,15,11,6,52.0
3,5,6,4,5,8,2,5,7,10,5,3,4,4,5,5,8,13,5,6,4,3,5,1,15,13,24,25,9,13,10,7,47.5
8,5,10,5,6,3,3,4,4,5,6,0,5,5,9,2,4,6,2,10,9,8,5,7,4,25,90,26,9,15,6,4,54.0
